appid;name;release_date;developer;publisher;platforms;categories;genres;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;min_owners;max_owners;price
58520;Blood Bowl - Legendary Edition;28/10/2010;Cyanide Studios;Focus Home Interactive;windows;"Single-player;Multi-player";"Sports;Strategy";675;228;284;380;200000-500000;200000;500000;7.99
58550;A Game of Thrones - Genesis;28/09/2011;Cyanide Studios;"Focus Home Interactive;1C-SoftClub";windows;"Single-player;Multi-player;Steam Achievements;Steam Leaderboards";Strategy;201;420;8;8;100000-200000;100000;200000;6.99
58560;Runaway: A Twist of Fate;21/04/2011;Pendulo Studios;Focus Home Interactive;windows;Single-player;Adventure;191;34;0;0;100000-200000;100000;200000;6.99
58570;The Next BIG Thing;21/04/2011;Pendulo Studios;"Focus Home Interactive;1C-SoftClub";"windows;mac";Single-player;Adventure;352;59;1;1;100000-200000;100000;200000;6.99
58610;Wargame: European Escalation;22/02/2012;Eugen Systems;Eugen Systems;"windows;mac;linux";"Single-player;Multi-player;Steam Achievements;Valve Anti-Cheat enabled";Strategy;1892;574;11;11;500000-1000000;500000;1000000;7.99
60340;Luxor: 5th Passage;25/01/2011;MumboJumbo;MumboJumbo;"windows;mac";Single-player;"Action;Adventure;Casual";39;20;0;0;50000-100000;50000;100000;6.99
60350;Glowfish;30/09/2011;MumboJumbo;MumboJumbo;"windows;mac";"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Adventure;Casual;Indie";80;11;0;0;20000-50000;20000;50000;6.99
60600;ProtoGalaxy;06/10/2010;Source Studio Ltd.;Source Studio Ltd.;windows;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support";"Action;Indie";30;22;33;33;50000-100000;50000;100000;0.0
60700;Power of Defense;04/08/2010;4sdk;4sdk;"windows;mac";"Single-player;Multi-player;Steam Achievements";"Strategy;Indie";9;25;0;0;0-20000;0;20000;6.99
60800;Numen: Contest of Heroes;03/06/2010;CINEMAX, s.r.o.;CINEMAX, s.r.o.;windows;Single-player;RPG;66;69;0;0;50000-100000;50000;100000;4.99
61100;Lucid;19/07/2011;YeaBoing;YeaBoing;windows;"Single-player;Steam Achievements";"Indie;Casual";171;53;127;127;50000-100000;50000;100000;4.99
61310;Fractal: Make Blooms Not War;29/11/2011;Cipher Prime Studios;Cipher Prime Studios;"windows;mac";Single-player;"Indie;Casual";140;44;30;45;100000-200000;100000;200000;4.99
61500;Age of Wonders;01/10/2010;Triumph Studios;Paradox Interactive;windows;"Single-player;Multi-player";"RPG;Strategy";334;98;161;254;100000-200000;100000;200000;3.99
61510;Age of Wonders II: The Wizard's Throne;01/10/2010;Triumph Studios;Paradox Interactive;windows;"Single-player;Multi-player";"RPG;Strategy";105;28;0;0;50000-100000;50000;100000;6.99
61520;Age of Wonders Shadow Magic;01/10/2010;Triumph Studios;Paradox Interactive;windows;"Single-player;Multi-player";"RPG;Strategy";225;35;151;151;100000-200000;100000;200000;6.99
61600;Zen Bound 2;16/11/2010;Secret Exit Ltd.;Secret Exit Ltd.;"windows;mac;linux";"Single-player;Steam Achievements;Steam Cloud";"Indie;Casual";432;65;133;133;200000-500000;200000;500000;3.99
61700;Might & Magic: Clash of Heroes;21/09/2011;Capybara Games;Ubisoft;windows;"Single-player;Multi-player;Co-op;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";"RPG;Strategy";1293;157;1595;1595;200000-500000;200000;500000;8.59
61730;Critter Crunch;11/09/2012;Capybara Games;Capybara Games;"windows;mac";"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";"Action;Indie;Casual";256;14;137;137;50000-100000;50000;100000;4.99
62000;Flight Control HD;18/11/2010;Firemint;Firemint;"windows;mac";"Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards";"Action;Casual";406;36;85;85;50000-100000;50000;100000;2.99
62100;Chime;06/09/2010;Zoë Mode;OneBigGame;windows;"Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards";Casual;564;39;707;1382;100000-200000;100000;200000;3.99
63000;HOARD;04/04/2011;Big Sandwich Games;Big Sandwich Games;"windows;mac;linux";"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards";"Action;Casual;Indie;Strategy";673;168;31;31;200000-500000;200000;500000;6.99
63110;Alter Ego;03/08/2010;bitComposer Games;Viva Media;windows;Single-player;Adventure;139;59;12;12;20000-50000;20000;50000;7.19
63200;Monday Night Combat;24/01/2011;Uber Entertainment;Uber Entertainment;windows;"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Valve Anti-Cheat enabled;Stats;Steam Leaderboards";"Action;Strategy;Indie;Sports";720;205;101;101;200000-500000;200000;500000;3.99
63500;Swords and Soldiers HD;02/12/2010;Ronimo Games;Ronimo Games;"windows;mac";"Single-player;Multi-player;Steam Achievements;Valve Anti-Cheat enabled;Steam Leaderboards";"Action;Casual;Indie;Strategy";572;160;132;227;100000-200000;100000;200000;6.99
63610;Riven: The Sequel to MYST;04/08/2010;Cyan Worlds;Cyan Worlds;"windows;mac";Single-player;"Adventure;Casual";288;103;0;0;100000-200000;100000;200000;3.99
63650;URU: Complete Chronicles;03/08/2010;Cyan Worlds;Cyan Worlds;"windows;mac";Single-player;"Adventure;Casual";68;18;0;0;50000-100000;50000;100000;6.99
63660;Myst: Masterpiece Edition;02/02/2011;Cyan Worlds;Cyan Worlds;"windows;mac";Single-player;"Adventure;Casual";155;80;0;0;50000-100000;50000;100000;3.99
63700;BIT.TRIP BEAT;02/11/2010;Gaijin Games;Gaijin Games;"windows;mac";"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Action;Casual;Indie";616;140;78;141;200000-500000;200000;500000;6.99
63710;BIT.TRIP RUNNER;28/02/2011;Gaijin Games;Gaijin Games;"windows;mac";"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Indie";3058;490;149;202;500000-1000000;500000;1000000;6.99
63800;Delve Deeper;24/09/2010;Lunar Giant;Lunar Giant Studios;windows;"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support";"Adventure;Indie;RPG;Strategy";225;159;241;241;50000-100000;50000;100000;3.99
63900;Fantasy Wars;06/08/2010;Ino-Co;1C Entertainment;windows;"Single-player;Multi-player;Steam Cloud;Includes level editor";Strategy;115;28;0;0;50000-100000;50000;100000;3.99
63910;King's Bounty: Crossworlds;17/09/2010;Katauri Interactive;1C Entertainment;windows;"Single-player;Steam Cloud;Includes level editor";"RPG;Strategy";492;47;30;30;200000-500000;200000;500000;11.99
63940;Men of War: Vietnam;08/09/2011;1C Entertainment;"1C Entertainment;1C-SoftClub";windows;"Single-player;Multi-player;Co-op;Steam Cloud;Includes level editor";Strategy;399;247;10;10;100000-200000;100000;200000;5.59
63960;Theatre of War 3: Korea;24/03/2011;1C Entertainment;1C Entertainment;windows;"Single-player;Multi-player;Steam Cloud;Includes level editor";Strategy;50;76;0;0;50000-100000;50000;100000;4.99
64000;Men of War: Assault Squad;24/02/2011;Digitalmindsoft;"1C Entertainment;1C-SoftClub";windows;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards;Includes level editor";Strategy;2881;416;292;365;500000-1000000;500000;1000000;7.19
65070;Ride 'em Low;04/11/2013;"Red Dot Games;PLAY";Libredia;windows;"Single-player;Steam Cloud";"Racing;Simulation";56;55;0;0;20000-50000;20000;50000;2.09
65080;Kaptain Brawe: A Brawe New World;20/01/2011;Cateia Games;Libredia Entertainment;"windows;mac";Single-player;Adventure;87;30;0;0;20000-50000;20000;50000;3.99
65270;Demolition Company Gold Edition;04/08/2011;Giants Software;Giants Software;windows;"Single-player;Partial Controller Support";Simulation;144;27;0;0;20000-50000;20000;50000;7.19
65400;Archon Classic;02/11/2010;React Games;React Games;windows;"Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards";"Strategy;Indie";87;17;16;16;20000-50000;20000;50000;6.99
65500;Aura: Fate of the Ages;04/10/2010;Streko Graphics;THQ Nordic;windows;Single-player;Adventure;84;63;0;0;50000-100000;50000;100000;4.49
65530;SpellForce 2: Faith in Destiny;19/06/2012;Mind Over Matter Studios;THQ Nordic;windows;"Single-player;Multi-player;Co-op";"RPG;Strategy";125;85;1244;2481;200000-500000;200000;500000;13.99
65540;Gothic 1;15/03/2001;Piranha Bytes;THQ Nordic;windows;Single-player;"Action;RPG";3396;523;409;412;200000-500000;200000;500000;0.0
65560;Painkiller Redemption;25/02/2011;Eggtooth Team;THQ Nordic;windows;Single-player;Action;206;196;28;28;200000-500000;200000;500000;4.49
65600;Gothic 3: Forsaken Gods Enhanced Edition;22/03/2011;"Trine Studios;G3 Community Patch Team;Mad Vulture Games";THQ Nordic;windows;Single-player;RPG;247;254;1054;1054;100000-200000;100000;200000;8.99
65610;ArcaniA: Fall of Setarrif;24/10/2011;Spellbound Studios;THQ Nordic;windows;Single-player;RPG;119;225;5;5;100000-200000;100000;200000;13.99
65710;Pat & Mat;05/11/2010;Centauri Production;Bohemia Interactive;windows;"Single-player;Steam Cloud";Casual;297;59;0;0;20000-50000;20000;50000;3.99
65730;Take On Helicopters;27/10/2011;Bohemia Interactive;Bohemia Interactive;windows;"Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor";Simulation;340;260;2;4;200000-500000;200000;500000;11.99
65740;Carrier Command: Gaea Mission;28/09/2012;Bohemia Interactive;Bohemia Interactive;windows;"Single-player;Steam Achievements;Captions available;Partial Controller Support;Stats";"Action;Strategy";362;442;81;81;200000-500000;200000;500000;19.99
65780;ARMA: Gold Edition;13/07/2011;Bohemia Interactive;Bohemia Interactive;windows;"Single-player;Multi-player";"Action;Simulation;Strategy";548;209;22;22;500000-1000000;500000;1000000;5.99
65790;ARMA: Cold War Assault;08/08/2011;Bohemia Interactive;Bohemia Interactive;windows;Single-player;"Action;Simulation;Strategy";3195;942;28;39;1000000-2000000;1000000;2000000;3.49
65800;Dungeon Defenders;18/10/2011;Trendy Entertainment;Trendy Entertainment;"windows;mac;linux";"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";"Action;Indie;RPG;Strategy";10693;932;1993;1205;1000000-2000000;1000000;2000000;9.99
65930;The Bureau: XCOM Declassified;22/08/2013;2K Marin;2K;"windows;mac";"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";Action;6661;2923;201;168;2000000-5000000;2000000;5000000;14.99
65980;Sid Meier's Civilization®: Beyond Earth™;23/10/2014;"Firaxis Games;Aspyr (Mac);Aspyr (Linux)";"2K;Aspyr (Mac);Aspyr (Linux)";"windows;mac;linux";"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";Strategy;9555;8224;932;1552;1000000-2000000;1000000;2000000;29.99
67000;The Polynomial - Space of the music;15/10/2010;Dmytry Lavrov;Dmytry Lavrov;"windows;mac;linux";"Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards";"Action;Casual;Indie";331;114;4;5;100000-200000;100000;200000;4.99
67370;The Darkness II;09/02/2012;Digital Extremes;2K;"windows;mac";"Single-player;Co-op;Steam Achievements;Partial Controller Support";Action;11992;1234;191;214;1000000-2000000;1000000;2000000;19.99
70000;Dino D-Day;08/04/2011;800 North and Digital Ranch;800 North and Digital Ranch;windows;"Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats";"Action;Indie";12222;2367;172;150;1000000-2000000;1000000;2000000;6.99
70100;Hacker Evolution;14/09/2010;exosyphen studios;exosyphen studios;"windows;mac;linux";"Single-player;Steam Trading Cards";Simulation;598;308;189;214;200000-500000;200000;500000;0.79
70110;Hacker Evolution: Untold;14/09/2010;exosyphen studios;exosyphen studios;"windows;mac;linux";"Single-player;Steam Trading Cards";"Indie;Simulation";192;148;242;265;200000-500000;200000;500000;0.79
70120;Hacker Evolution Duality;15/08/2011;exosyphen studios;exosyphen studios;"windows;mac;linux";"Single-player;Steam Achievements;Stats;Steam Leaderboards";Indie;176;298;46;46;200000-500000;200000;500000;0.79
70200;Governor of Poker 2;11/10/2010;I Sioux Game Productions B.V.;Youdagames;windows;Single-player;"Adventure;Casual;Simulation";68;22;387;387;20000-50000;20000;50000;5.79
70210;Governor of Poker 2 - Premium Edition;11/10/2010;I Sioux Game Productions B.V.;Youdagames;windows;Single-player;"Adventure;Casual;Indie;Simulation";147;29;0;0;20000-50000;20000;50000;14.99
70300;VVVVVV;07/09/2010;Terry Cavanagh;Terry Cavanagh;"windows;mac;linux";"Single-player;Full controller support";"Action;Indie";6719;268;76;74;1000000-2000000;1000000;2000000;3.99
70400;Recettear: An Item Shop's Tale;10/09/2010;EasyGameStation;Carpe Fulgur LLC;windows;"Single-player;Partial Controller Support";"RPG;Indie";5047;183;764;1136;200000-500000;200000;500000;12.99
70420;Chantelise - A Tale of Two Sisters;29/07/2011;EasyGameStation;Carpe Fulgur LLC;windows;"Single-player;Partial Controller Support";"Action;RPG;Indie";440;148;53;53;100000-200000;100000;200000;6.49
70500;Diamond Dan;08/10/2010;Grendel Games;Grendel Games;"windows;mac";"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards";"Action;Adventure;Casual;Indie";33;11;0;0;20000-50000;20000;50000;0.79
70600;Worms Ultimate Mayhem;28/09/2011;Team17 Digital Ltd;Team17 Digital Ltd;windows;"Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards";Strategy;2188;323;689;1285;500000-1000000;500000;1000000;10.99
70620;Worms Crazy Golf;19/10/2011;Team17 Digital Ltd;Team17 Digital Ltd;"windows;mac";"Single-player;Steam Achievements;Partial Controller Support";"Sports;Strategy";400;88;67;89;200000-500000;200000;500000;6.99
70640;Worms;19/10/2011;Team17 Digital Ltd;Team17 Digital Ltd;windows;Single-player;Strategy;319;53;2;4;200000-500000;200000;500000;4.99
70650;Worms Blast;19/10/2011;Team17 Digital Ltd;Team17 Digital Ltd;windows;Single-player;"Casual;Strategy";102;101;23;46;200000-500000;200000;500000;5.59
70660;Worms Pinball;19/10/2011;Team17 Digital Ltd;Team17 Digital Ltd;windows;Single-player;Casual;140;184;11;13;200000-500000;200000;500000;5.59
70900;Star Ruler;20/09/2010;Blind Mind Studios;Blind Mind Studios;windows;"Single-player;Multi-player";"Indie;Strategy";229;44;5;5;100000-200000;100000;200000;7.19
71000;Evochron Mercenary;16/01/2012;StarWraith 3D Games LLC;StarWraith 3D Games LLC;windows;"Single-player;Multi-player;Co-op;Steam Trading Cards";"Action;Indie;Simulation";322;85;0;0;50000-100000;50000;100000;14.99
71230;Crazy Taxi;04/03/2011;SEGA;SEGA;windows;"Single-player;Partial Controller Support";"Action;Racing";1240;273;17;22;200000-500000;200000;500000;5.59
71240;SEGA Bass Fishing;04/03/2011;SEGA;SEGA;windows;"Single-player;Partial Controller Support";"Simulation;Sports";325;62;6;8;200000-500000;200000;500000;5.59
71260;Space Channel 5: Part 2;04/03/2011;SEGA;SEGA;windows;"Single-player;Multi-player;Co-op;Partial Controller Support";Action;687;89;0;0;100000-200000;100000;200000;5.59
71340;Sonic Generations Collection;03/11/2011;Devil's Details;SEGA;windows;"Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards";Action;6921;589;165;169;500000-1000000;500000;1000000;0.0
72000;Closure;07/09/2012;Eyebrow Interactive;Eyebrow Interactive;"windows;linux";"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Commentary available";Indie;680;107;72;100;200000-500000;200000;500000;6.99
72400;Clones;18/11/2010;Tomkorp Computer Solutions Inc.;Tomkorp Computer Solutions Inc.;windows;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Includes level editor";"Adventure;Indie";245;80;210;220;100000-200000;100000;200000;0.79
72850;The Elder Scrolls V: Skyrim;10/11/2011;Bethesda Game Studios;Bethesda Softworks;windows;"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud";RPG;237303;14951;7089;3885;10000000-20000000;10000000;20000000;9.99
72900;Winter Voices;29/10/2010;Clara Lehenaff;Clara Lehenaff;windows;"Single-player;Steam Achievements;Steam Trading Cards";"Adventure;Indie;RPG";139;77;0;0;50000-100000;50000;100000;0.0
73010;Cities in Motion;22/02/2011;Colossal Order Ltd.;Paradox Interactive;"windows;mac;linux";"Single-player;Steam Achievements";Simulation;605;179;1;1;200000-500000;200000;500000;14.99
73060;Defenders of Ardania;14/03/2012;Most Wanted Entertainment;Paradox Interactive;windows;"Single-player;Multi-player";Strategy;32;68;28;55;20000-50000;20000;50000;8.99
73170;Darkest Hour: A Hearts of Iron Game;08/04/2011;Martin Ivanov;Paradox Interactive;windows;"Single-player;Multi-player";Strategy;1075;144;0;0;100000-200000;100000;200000;7.99
73190;Pride of Nations;07/06/2011;Ageod;Slitherine Ltd.;windows;"Single-player;Multi-player";"Simulation;Strategy";35;44;0;0;20000-50000;20000;50000;14.99
73210;Sengoku;15/09/2011;Paradox Development Studio;Paradox Interactive;windows;"Single-player;Multi-player;Steam Trading Cards";"RPG;Simulation;Strategy";205;110;112;112;100000-200000;100000;200000;7.99
73220;Supreme Ruler: Cold War;29/07/2011;BattleGoat Studios;BattleGoat Studios;windows;"Single-player;Multi-player";Strategy;113;62;0;0;20000-50000;20000;50000;6.99
78000;Bejeweled® 3;07/12/2010;PopCap Games, Inc.;PopCap Games, Inc.;"windows;mac";"Single-player;Steam Achievements";"Strategy;Casual";2670;126;85;158;200000-500000;200000;500000;4.25
80000;APOX;20/01/2011;BlueGiant Interactive;BlueGiant Interactive;windows;"Single-player;Multi-player;Co-op;Steam Achievements;Stats;Steam Leaderboards";"Action;Indie;Strategy";46;113;104;104;20000-50000;20000;50000;11.99
80200;Fate of the World;28/02/2011;Red Redemption;Red Redemption;"windows;mac";"Single-player;Steam Achievements;Steam Cloud";"Casual;Indie;Simulation;Strategy";267;80;123;123;50000-100000;50000;100000;6.99
